X=-27.096 Y=-31.975 Z=-125.000,X=0.969 Y=-0.236 Z=-0.008,X=0.517 Y=0.250
X=-28.464 Y=-34.536 Z=-45.000,X=0.701 Y=-0.717 Z=-0.008,X=0.564 Y=0.052
X=-29.222 Y=-35.157 Z=-25.000,X=0.567 Y=-0.819 Z=0.000,X=0.579 Y=0.002
X=-27.381 Y=-32.913 Z=-105.000,X=0.921 Y=-0.394 Z=-0.008,X=0.533 Y=0.200
X=-27.381 Y=-32.913 Z=-125.000,X=0.906 Y=-0.425 Z=-0.008,X=0.533 Y=0.250
X=-27.381 Y=-32.913 Z=-85.000,X=0.921 Y=-0.394 Z=-0.008,X=0.533 Y=0.151
X=-27.843 Y=-33.778 Z=-105.000,X=0.827 Y=-0.567 Z=-0.008,X=0.548 Y=0.200
X=-27.843 Y=-33.778 Z=-125.000,X=0.811 Y=-0.591 Z=-0.008,X=0.548 Y=0.250
X=-27.843 Y=-33.778 Z=-85.000,X=0.827 Y=-0.567 Z=-0.008,X=0.548 Y=0.151
X=-27.843 Y=-33.778 Z=-65.000,X=0.827 Y=-0.567 Z=-0.008,X=0.548 Y=0.101
X=-28.464 Y=-34.536 Z=-65.000,X=0.701 Y=-0.717 Z=-0.008,X=0.564 Y=0.101
X=-28.464 Y=-34.536 Z=-85.000,X=0.701 Y=-0.717 Z=-0.008,X=0.564 Y=0.151
X=-28.464 Y=-34.536 Z=-105.000,X=0.701 Y=-0.717 Z=-0.008,X=0.564 Y=0.200
X=-28.464 Y=-34.536 Z=-125.000,X=0.677 Y=-0.740 Z=-0.008,X=0.564 Y=0.250
X=-29.222 Y=-35.157 Z=-45.000,X=0.543 Y=-0.835 Z=0.000,X=0.579 Y=0.052
X=-30.087 Y=-35.619 Z=-25.000,X=0.402 Y=-0.913 Z=0.000,X=0.595 Y=0.002
X=-29.222 Y=-35.157 Z=-65.000,X=0.543 Y=-0.835 Z=0.000,X=0.579 Y=0.101
X=-30.087 Y=-35.619 Z=-45.000,X=0.370 Y=-0.929 Z=0.000,X=0.595 Y=0.052
X=-31.025 Y=-35.904 Z=-25.000,X=0.213 Y=-0.976 Z=0.000,X=0.610 Y=0.002
X=-29.222 Y=-35.157 Z=-85.000,X=0.543 Y=-0.835 Z=0.000,X=0.579 Y=0.151
X=-30.087 Y=-35.619 Z=-65.000,X=0.370 Y=-0.929 Z=0.000,X=0.595 Y=0.101
X=-31.025 Y=-35.904 Z=-45.000,X=0.181 Y=-0.984 Z=0.000,X=0.610 Y=0.052
X=-32.000 Y=-36.000 Z=-25.000,X=0.016 Y=-1.000 Z=0.000,X=0.625 Y=0.002
X=-29.222 Y=-35.157 Z=-105.000,X=0.543 Y=-0.835 Z=0.000,X=0.579 Y=0.200
X=-29.222 Y=-35.157 Z=-125.000,X=0.520 Y=-0.858 Z=-0.008,X=0.579 Y=0.250
X=-32.000 Y=-36.000 Z=-45.000,X=0.000 Y=-1.000 Z=0.000,X=0.625 Y=0.052
X=-32.975 Y=-35.904 Z=-25.000,X=-0.165 Y=-0.984 Z=0.000,X=0.641 Y=0.002
X=-30.087 Y=-35.619 Z=-105.000,X=0.370 Y=-0.929 Z=0.000,X=0.595 Y=0.200
X=-30.087 Y=-35.619 Z=-125.000,X=0.339 Y=-0.937 Z=0.000,X=0.595 Y=0.250
X=-30.087 Y=-35.619 Z=-85.000,X=0.370 Y=-0.929 Z=0.000,X=0.595 Y=0.151
X=-31.025 Y=-35.904 Z=-105.000,X=0.181 Y=-0.984 Z=0.000,X=0.610 Y=0.200
X=-31.025 Y=-35.904 Z=-125.000,X=0.150 Y=-0.992 Z=0.000,X=0.610 Y=0.250
X=-31.025 Y=-35.904 Z=-85.000,X=0.181 Y=-0.984 Z=0.000,X=0.610 Y=0.151
X=-31.025 Y=-35.904 Z=-65.000,X=0.181 Y=-0.984 Z=0.000,X=0.610 Y=0.101
X=-32.000 Y=-36.000 Z=-65.000,X=0.000 Y=-1.000 Z=0.000,X=0.625 Y=0.101
X=-32.000 Y=-36.000 Z=-85.000,X=0.000 Y=-1.000 Z=0.000,X=0.625 Y=0.151
X=-32.000 Y=-36.000 Z=-105.000,X=0.000 Y=-1.000 Z=0.000,X=0.625 Y=0.200
X=-32.000 Y=-36.000 Z=-125.000,X=-0.031 Y=-1.000 Z=0.000,X=0.625 Y=0.250
X=-32.975 Y=-35.904 Z=-45.000,X=-0.197 Y=-0.976 Z=0.000,X=0.641 Y=0.052
X=-33.913 Y=-35.619 Z=-25.000,X=-0.354 Y=-0.937 Z=0.000,X=0.657 Y=0.002
X=-32.975 Y=-35.904 Z=-65.000,X=-0.197 Y=-0.976 Z=0.000,X=0.641 Y=0.101
X=-33.913 Y=-35.619 Z=-45.000,X=-0.386 Y=-0.921 Z=0.000,X=0.657 Y=0.052
X=-34.778 Y=-35.157 Z=-25.000,X=-0.528 Y=-0.850 Z=0.000,X=0.672 Y=0.002
X=-32.975 Y=-35.904 Z=-85.000,X=-0.197 Y=-0.976 Z=0.000,X=0.641 Y=0.151
X=-33.913 Y=-35.619 Z=-65.000,X=-0.386 Y=-0.921 Z=0.000,X=0.657 Y=0.101
X=-34.778 Y=-35.157 Z=-45.000,X=-0.559 Y=-0.827 Z=0.000,X=0.672 Y=0.052
X=-35.536 Y=-34.536 Z=-25.000,X=-0.685 Y=-0.732 Z=0.000,X=0.688 Y=0.002
X=-32.975 Y=-35.904 Z=-105.000,X=-0.197 Y=-0.976 Z=0.000,X=0.641 Y=0.200
X=-32.975 Y=-35.904 Z=-125.000,X=-0.228 Y=-0.976 Z=0.000,X=0.641 Y=0.250
X=-35.536 Y=-34.536 Z=-45.000,X=-0.709 Y=-0.709 Z=0.000,X=0.688 Y=0.052
X=-36.157 Y=-33.778 Z=-25.000,X=-0.811 Y=-0.583 Z=0.000,X=0.703 Y=0.002
X=-33.913 Y=-35.619 Z=-105.000,X=-0.386 Y=-0.921 Z=0.000,X=0.657 Y=0.200
X=-33.913 Y=-35.619 Z=-125.000,X=-0.417 Y=-0.906 Z=0.000,X=0.657 Y=0.250
X=-33.913 Y=-35.619 Z=-85.000,X=-0.386 Y=-0.921 Z=0.000,X=0.657 Y=0.151
X=-34.778 Y=-35.157 Z=-105.000,X=-0.559 Y=-0.827 Z=0.000,X=0.672 Y=0.200
X=-34.778 Y=-35.157 Z=-125.000,X=-0.583 Y=-0.811 Z=0.000,X=0.672 Y=0.250
X=-34.778 Y=-35.157 Z=-85.000,X=-0.559 Y=-0.827 Z=0.000,X=0.672 Y=0.151
X=-34.778 Y=-35.157 Z=-65.000,X=-0.559 Y=-0.827 Z=0.000,X=0.672 Y=0.101
X=-35.536 Y=-34.536 Z=-65.000,X=-0.709 Y=-0.709 Z=0.000,X=0.688 Y=0.101
X=-35.536 Y=-34.536 Z=-85.000,X=-0.709 Y=-0.709 Z=0.000,X=0.688 Y=0.151
X=-35.536 Y=-34.536 Z=-105.000,X=-0.709 Y=-0.709 Z=0.000,X=0.688 Y=0.200
X=-35.536 Y=-34.536 Z=-125.000,X=-0.732 Y=-0.685 Z=0.000,X=0.688 Y=0.250
X=-36.157 Y=-33.778 Z=-45.000,X=-0.827 Y=-0.559 Z=0.000,X=0.703 Y=0.052
X=-36.619 Y=-32.913 Z=-25.000,X=-0.906 Y=-0.417 Z=0.000,X=0.719 Y=0.002
X=-36.157 Y=-33.778 Z=-65.000,X=-0.827 Y=-0.559 Z=0.000,X=0.703 Y=0.101
X=-36.619 Y=-32.913 Z=-45.000,X=-0.921 Y=-0.386 Z=0.000,X=0.719 Y=0.052
X=-36.904 Y=-31.975 Z=-25.000,X=-0.976 Y=-0.228 Z=0.000,X=0.734 Y=0.002
X=-36.157 Y=-33.778 Z=-85.000,X=-0.827 Y=-0.559 Z=0.000,X=0.703 Y=0.151
X=-36.619 Y=-32.913 Z=-65.000,X=-0.921 Y=-0.386 Z=0.000,X=0.719 Y=0.101
X=-36.904 Y=-31.975 Z=-45.000,X=-0.976 Y=-0.197 Z=0.000,X=0.734 Y=0.052
X=-37.000 Y=-31.000 Z=-25.000,X=-1.000 Y=-0.031 Z=0.000,X=0.750 Y=0.002
X=-36.157 Y=-33.778 Z=-105.000,X=-0.827 Y=-0.559 Z=0.000,X=0.703 Y=0.200
X=-36.157 Y=-33.778 Z=-125.000,X=-0.850 Y=-0.528 Z=0.000,X=0.703 Y=0.250
X=-37.000 Y=-31.000 Z=-45.000,X=-1.000 Y=0.000 Z=0.000,X=0.750 Y=0.052
X=-36.904 Y=-30.025 Z=-25.000,X=-0.992 Y=0.150 Z=0.000,X=0.765 Y=0.002
X=-36.619 Y=-32.913 Z=-105.000,X=-0.921 Y=-0.386 Z=0.000,X=0.719 Y=0.200
X=-36.619 Y=-32.913 Z=-125.000,X=-0.937 Y=-0.354 Z=0.000,X=0.719 Y=0.250
X=-36.619 Y=-32.913 Z=-85.000,X=-0.921 Y=-0.386 Z=0.000,X=0.719 Y=0.151
X=-36.904 Y=-31.975 Z=-105.000,X=-0.976 Y=-0.197 Z=0.000,X=0.734 Y=0.200
X=-36.904 Y=-31.975 Z=-125.000,X=-0.984 Y=-0.165 Z=0.000,X=0.734 Y=0.250
X=-36.904 Y=-31.975 Z=-85.000,X=-0.976 Y=-0.197 Z=0.000,X=0.734 Y=0.151
X=-36.904 Y=-31.975 Z=-65.000,X=-0.976 Y=-0.197 Z=0.000,X=0.734 Y=0.101
X=-37.000 Y=-31.000 Z=-65.000,X=-1.000 Y=0.000 Z=0.000,X=0.750 Y=0.101
X=-37.000 Y=-31.000 Z=-85.000,X=-1.000 Y=0.000 Z=0.000,X=0.750 Y=0.151
X=-37.000 Y=-31.000 Z=-105.000,X=-1.000 Y=0.000 Z=0.000,X=0.750 Y=0.200
X=-37.000 Y=-31.000 Z=-125.000,X=-1.000 Y=0.016 Z=0.000,X=0.750 Y=0.250
X=-36.904 Y=-30.025 Z=-45.000,X=-0.984 Y=0.181 Z=0.000,X=0.765 Y=0.052
X=-36.619 Y=-29.087 Z=-25.000,X=-0.937 Y=0.339 Z=0.000,X=0.781 Y=0.002
X=-36.904 Y=-30.025 Z=-65.000,X=-0.984 Y=0.181 Z=0.000,X=0.765 Y=0.101
X=-36.619 Y=-29.087 Z=-45.000,X=-0.929 Y=0.370 Z=0.000,X=0.781 Y=0.052
X=-36.157 Y=-28.222 Z=-25.000,X=-0.858 Y=0.520 Z=-0.008,X=0.796 Y=0.002
X=-36.904 Y=-30.025 Z=-85.000,X=-0.984 Y=0.181 Z=0.000,X=0.765 Y=0.151
X=-36.619 Y=-29.087 Z=-65.000,X=-0.929 Y=0.370 Z=0.000,X=0.781 Y=0.101
X=-36.157 Y=-28.222 Z=-45.000,X=-0.835 Y=0.543 Z=0.000,X=0.796 Y=0.052
X=-35.536 Y=-27.464 Z=-25.000,X=-0.740 Y=0.677 Z=-0.008,X=0.812 Y=0.002
X=-36.904 Y=-30.025 Z=-105.000,X=-0.984 Y=0.181 Z=0.000,X=0.765 Y=0.200
X=-36.904 Y=-30.025 Z=-125.000,X=-0.976 Y=0.213 Z=0.000,X=0.765 Y=0.250
X=-35.536 Y=-27.464 Z=-45.000,X=-0.717 Y=0.701 Z=-0.008,X=0.812 Y=0.052
X=-34.778 Y=-26.843 Z=-25.000,X=-0.591 Y=0.811 Z=-0.008,X=0.827 Y=0.002
X=-36.619 Y=-29.087 Z=-105.000,X=-0.929 Y=0.370 Z=0.000,X=0.781 Y=0.200
X=-36.619 Y=-29.087 Z=-125.000,X=-0.913 Y=0.402 Z=0.000,X=0.781 Y=0.250
X=-36.619 Y=-29.087 Z=-85.000,X=-0.929 Y=0.370 Z=0.000,X=0.781 Y=0.151
X=-36.157 Y=-28.222 Z=-105.000,X=-0.835 Y=0.543 Z=0.000,X=0.796 Y=0.200
X=-36.157 Y=-28.222 Z=-125.000,X=-0.819 Y=0.567 Z=0.000,X=0.796 Y=0.250
X=-36.157 Y=-28.222 Z=-85.000,X=-0.835 Y=0.543 Z=0.000,X=0.796 Y=0.151
X=-36.157 Y=-28.222 Z=-65.000,X=-0.835 Y=0.543 Z=0.000,X=0.796 Y=0.101
X=-35.536 Y=-27.464 Z=-65.000,X=-0.717 Y=0.701 Z=-0.008,X=0.812 Y=0.101
X=-35.536 Y=-27.464 Z=-85.000,X=-0.717 Y=0.701 Z=-0.008,X=0.812 Y=0.151
X=-35.536 Y=-27.464 Z=-105.000,X=-0.717 Y=0.701 Z=-0.008,X=0.812 Y=0.200
X=-35.536 Y=-27.464 Z=-125.000,X=-0.693 Y=0.724 Z=-0.008,X=0.812 Y=0.250
X=-34.778 Y=-26.843 Z=-45.000,X=-0.567 Y=0.827 Z=-0.008,X=0.827 Y=0.052
X=-33.913 Y=-26.381 Z=-25.000,X=-0.425 Y=0.906 Z=-0.008,X=0.843 Y=0.002
X=-34.778 Y=-26.843 Z=-65.000,X=-0.567 Y=0.827 Z=-0.008,X=0.827 Y=0.101
X=-33.913 Y=-26.381 Z=-45.000,X=-0.394 Y=0.921 Z=-0.008,X=0.843 Y=0.052
X=-32.975 Y=-26.096 Z=-25.000,X=-0.236 Y=0.969 Z=-0.008,X=0.858 Y=0.002
X=-34.778 Y=-26.843 Z=-85.000,X=-0.567 Y=0.827 Z=-0.008,X=0.827 Y=0.151
X=-33.913 Y=-26.381 Z=-65.000,X=-0.394 Y=0.921 Z=-0.008,X=0.843 Y=0.101
X=-32.975 Y=-26.096 Z=-45.000,X=-0.205 Y=0.976 Z=-0.008,X=0.858 Y=0.052
X=-32.000 Y=-26.000 Z=-25.000,X=-0.047 Y=1.000 Z=-0.016,X=0.874 Y=0.002
X=-34.778 Y=-26.843 Z=-105.000,X=-0.567 Y=0.827 Z=-0.008,X=0.827 Y=0.200
X=-34.778 Y=-26.843 Z=-125.000,X=-0.535 Y=0.843 Z=-0.008,X=0.827 Y=0.250
X=-32.000 Y=-26.000 Z=-45.000,X=-0.008 Y=1.000 Z=-0.008,X=0.874 Y=0.052
X=-31.025 Y=-26.096 Z=-25.000,X=0.157 Y=0.984 Z=-0.008,X=0.889 Y=0.002
X=-33.913 Y=-26.381 Z=-105.000,X=-0.394 Y=0.921 Z=-0.008,X=0.843 Y=0.200
X=-33.913 Y=-26.381 Z=-125.000,X=-0.362 Y=0.929 Z=-0.008,X=0.843 Y=0.250
X=-33.913 Y=-26.381 Z=-85.000,X=-0.394 Y=0.921 Z=-0.008,X=0.843 Y=0.151
X=-32.975 Y=-26.096 Z=-105.000,X=-0.205 Y=0.976 Z=-0.008,X=0.858 Y=0.200
X=-32.975 Y=-26.096 Z=-125.000,X=-0.173 Y=0.984 Z=-0.008,X=0.858 Y=0.250
X=-32.975 Y=-26.096 Z=-85.000,X=-0.205 Y=0.976 Z=-0.008,X=0.858 Y=0.151
X=-32.975 Y=-26.096 Z=-65.000,X=-0.205 Y=0.976 Z=-0.008,X=0.858 Y=0.101
X=-32.000 Y=-26.000 Z=-65.000,X=-0.008 Y=1.000 Z=-0.008,X=0.874 Y=0.101
X=-32.000 Y=-26.000 Z=-85.000,X=-0.008 Y=1.000 Z=-0.008,X=0.874 Y=0.151
X=-32.000 Y=-26.000 Z=-105.000,X=-0.008 Y=1.000 Z=-0.008,X=0.874 Y=0.200
X=-32.000 Y=-26.000 Z=-125.000,X=0.031 Y=1.000 Z=-0.016,X=0.874 Y=0.250
X=-31.025 Y=-26.096 Z=-45.000,X=0.197 Y=0.984 Z=-0.016,X=0.889 Y=0.052
X=-30.087 Y=-26.381 Z=-25.000,X=0.354 Y=0.937 Z=-0.016,X=0.905 Y=0.002
X=-31.025 Y=-26.096 Z=-65.000,X=0.197 Y=0.984 Z=-0.016,X=0.889 Y=0.101
X=-30.087 Y=-26.381 Z=-45.000,X=0.378 Y=0.921 Z=-0.008,X=0.905 Y=0.052
X=-29.222 Y=-26.843 Z=-25.000,X=0.528 Y=0.850 Z=-0.016,X=0.920 Y=0.002
X=-31.025 Y=-26.096 Z=-85.000,X=0.197 Y=0.984 Z=-0.016,X=0.889 Y=0.151
X=-30.087 Y=-26.381 Z=-65.000,X=0.378 Y=0.921 Z=-0.008,X=0.905 Y=0.101
X=-29.222 Y=-26.843 Z=-45.000,X=0.559 Y=0.835 Z=-0.016,X=0.920 Y=0.052
X=-28.464 Y=-27.464 Z=-25.000,X=0.685 Y=0.732 Z=-0.016,X=0.936 Y=0.002
X=-31.025 Y=-26.096 Z=-105.000,X=0.197 Y=0.984 Z=-0.016,X=0.889 Y=0.200
X=-31.025 Y=-26.096 Z=-125.000,X=0.228 Y=0.976 Z=-0.016,X=0.889 Y=0.250
X=-28.464 Y=-27.464 Z=-45.000,X=0.709 Y=0.709 Z=-0.016,X=0.936 Y=0.052
X=-27.843 Y=-28.222 Z=-25.000,X=0.811 Y=0.583 Z=-0.016,X=0.951 Y=0.002
X=-30.087 Y=-26.381 Z=-105.000,X=0.378 Y=0.921 Z=-0.008,X=0.905 Y=0.200
X=-30.087 Y=-26.381 Z=-125.000,X=0.417 Y=0.906 Z=-0.016,X=0.905 Y=0.250
X=-30.087 Y=-26.381 Z=-85.000,X=0.378 Y=0.921 Z=-0.008,X=0.905 Y=0.151
X=-29.222 Y=-26.843 Z=-105.000,X=0.559 Y=0.835 Z=-0.016,X=0.920 Y=0.200
X=-29.222 Y=-26.843 Z=-125.000,X=0.583 Y=0.811 Z=-0.016,X=0.920 Y=0.250
X=-29.222 Y=-26.843 Z=-85.000,X=0.559 Y=0.835 Z=-0.016,X=0.920 Y=0.151
X=-29.222 Y=-26.843 Z=-65.000,X=0.559 Y=0.835 Z=-0.016,X=0.920 Y=0.101
X=-28.464 Y=-27.464 Z=-65.000,X=0.709 Y=0.709 Z=-0.016,X=0.936 Y=0.101
X=-28.464 Y=-27.464 Z=-85.000,X=0.709 Y=0.709 Z=-0.016,X=0.936 Y=0.151
X=-28.464 Y=-27.464 Z=-105.000,X=0.709 Y=0.709 Z=-0.016,X=0.936 Y=0.200
X=-28.464 Y=-27.464 Z=-125.000,X=0.732 Y=0.685 Z=-0.016,X=0.936 Y=0.250
X=-27.843 Y=-28.222 Z=-45.000,X=0.835 Y=0.559 Z=-0.016,X=0.951 Y=0.052
X=-27.381 Y=-29.087 Z=-25.000,X=0.906 Y=0.417 Z=-0.016,X=0.967 Y=0.002
X=-27.843 Y=-28.222 Z=-65.000,X=0.835 Y=0.559 Z=-0.016,X=0.951 Y=0.101
X=-27.381 Y=-29.087 Z=-45.000,X=0.921 Y=0.378 Z=-0.008,X=0.967 Y=0.052
X=-27.096 Y=-30.025 Z=-25.000,X=0.976 Y=0.228 Z=-0.016,X=0.982 Y=0.002
X=-27.843 Y=-28.222 Z=-85.000,X=0.835 Y=0.559 Z=-0.016,X=0.951 Y=0.151
X=-27.381 Y=-29.087 Z=-65.000,X=0.921 Y=0.378 Z=-0.008,X=0.967 Y=0.101
X=-27.096 Y=-30.025 Z=-45.000,X=0.984 Y=0.197 Z=-0.016,X=0.982 Y=0.052
X=-27.000 Y=-31.000 Z=-25.000,X=1.000 Y=0.031 Z=-0.016,X=0.998 Y=0.002
X=-27.000 Y=-31.000 Z=-45.000,X=1.000 Y=-0.008 Z=-0.008,X=0.998 Y=0.052
X=-27.096 Y=-30.025 Z=-65.000,X=0.984 Y=0.197 Z=-0.016,X=0.982 Y=0.101
X=-27.000 Y=-31.000 Z=-65.000,X=1.000 Y=-0.008 Z=-0.008,X=0.998 Y=0.101
X=-27.381 Y=-29.087 Z=-85.000,X=0.921 Y=0.378 Z=-0.008,X=0.967 Y=0.151
X=-27.096 Y=-30.025 Z=-85.000,X=0.984 Y=0.197 Z=-0.016,X=0.982 Y=0.151
X=-27.000 Y=-31.000 Z=-85.000,X=1.000 Y=-0.008 Z=-0.008,X=0.998 Y=0.151
X=-27.843 Y=-28.222 Z=-105.000,X=0.835 Y=0.559 Z=-0.016,X=0.951 Y=0.200
X=-27.843 Y=-28.222 Z=-125.000,X=0.850 Y=0.528 Z=-0.016,X=0.951 Y=0.250
X=-27.381 Y=-29.087 Z=-105.000,X=0.921 Y=0.378 Z=-0.008,X=0.967 Y=0.200
X=-27.381 Y=-29.087 Z=-125.000,X=0.937 Y=0.354 Z=-0.016,X=0.967 Y=0.250
X=-27.096 Y=-30.025 Z=-105.000,X=0.984 Y=0.197 Z=-0.016,X=0.982 Y=0.200
X=-27.096 Y=-30.025 Z=-125.000,X=0.984 Y=0.157 Z=-0.008,X=0.982 Y=0.250
X=-27.000 Y=-31.000 Z=-105.000,X=1.000 Y=-0.008 Z=-0.008,X=0.998 Y=0.200
X=-27.000 Y=-31.000 Z=-125.000,X=1.000 Y=-0.047 Z=-0.016,X=0.998 Y=0.250
X=-40.000 Y=0.000 Z=-45.000,X=1.000 Y=-0.008 Z=-0.008,X=0.502 Y=0.052
X=-40.096 Y=-0.975 Z=-25.000,X=0.984 Y=-0.173 Z=-0.008,X=0.517 Y=0.002
X=-40.000 Y=0.000 Z=-25.000,X=1.000 Y=0.031 Z=-0.016,X=0.502 Y=0.002
X=-40.096 Y=-0.975 Z=-45.000,X=0.976 Y=-0.205 Z=-0.008,X=0.517 Y=0.052
X=-40.000 Y=0.000 Z=-65.000,X=1.000 Y=-0.008 Z=-0.008,X=0.502 Y=0.101
X=-40.381 Y=-1.913 Z=-25.000,X=0.929 Y=-0.362 Z=-0.008,X=0.533 Y=0.002
X=-40.096 Y=-0.975 Z=-65.000,X=0.976 Y=-0.205 Z=-0.008,X=0.517 Y=0.101
X=-40.000 Y=0.000 Z=-85.000,X=1.000 Y=-0.008 Z=-0.008,X=0.502 Y=0.151
X=-40.381 Y=-1.913 Z=-45.000,X=0.921 Y=-0.394 Z=-0.008,X=0.533 Y=0.052
X=-40.843 Y=-2.778 Z=-25.000,X=0.843 Y=-0.535 Z=-0.008,X=0.548 Y=0.002
X=-40.096 Y=-0.975 Z=-85.000,X=0.976 Y=-0.205 Z=-0.008,X=0.517 Y=0.151
X=-40.000 Y=0.000 Z=-105.000,X=1.000 Y=-0.008 Z=-0.008,X=0.502 Y=0.200
X=-40.381 Y=-1.913 Z=-65.000,X=0.921 Y=-0.394 Z=-0.008,X=0.533 Y=0.101
X=-40.843 Y=-2.778 Z=-45.000,X=0.827 Y=-0.567 Z=-0.008,X=0.548 Y=0.052
X=-41.464 Y=-3.536 Z=-25.000,X=0.724 Y=-0.693 Z=-0.008,X=0.564 Y=0.002
X=-40.096 Y=-0.975 Z=-105.000,X=0.976 Y=-0.205 Z=-0.008,X=0.517 Y=0.200
X=-40.000 Y=0.000 Z=-125.000,X=1.000 Y=-0.047 Z=-0.016,X=0.502 Y=0.250
X=-40.096 Y=-0.975 Z=-125.000,X=0.969 Y=-0.236 Z=-0.008,X=0.517 Y=0.250
X=-41.464 Y=-3.536 Z=-45.000,X=0.701 Y=-0.717 Z=-0.008,X=0.564 Y=0.052
X=-42.222 Y=-4.157 Z=-25.000,X=0.567 Y=-0.819 Z=0.000,X=0.579 Y=0.002
X=-40.381 Y=-1.913 Z=-105.000,X=0.921 Y=-0.394 Z=-0.008,X=0.533 Y=0.200
X=-40.381 Y=-1.913 Z=-125.000,X=0.906 Y=-0.425 Z=-0.008,X=0.533 Y=0.250
X=-40.381 Y=-1.913 Z=-85.000,X=0.921 Y=-0.394 Z=-0.008,X=0.533 Y=0.151
X=-40.843 Y=-2.778 Z=-105.000,X=0.827 Y=-0.567 Z=-0.008,X=0.548 Y=0.200
X=-40.843 Y=-2.778 Z=-125.000,X=0.811 Y=-0.591 Z=-0.008,X=0.548 Y=0.250
X=-40.843 Y=-2.778 Z=-85.000,X=0.827 Y=-0.567 Z=-0.008,X=0.548 Y=0.151
X=-40.843 Y=-2.778 Z=-65.000,X=0.827 Y=-0.567 Z=-0.008,X=0.548 Y=0.101
X=-41.464 Y=-3.536 Z=-65.000,X=0.701 Y=-0.717 Z=-0.008,X=0.564 Y=0.101
X=-41.464 Y=-3.536 Z=-85.000,X=0.701 Y=-0.717 Z=-0.008,X=0.564 Y=0.151
X=-41.464 Y=-3.536 Z=-105.000,X=0.701 Y=-0.717 Z=-0.008,X=0.564 Y=0.200
X=-41.464 Y=-3.536 Z=-125.000,X=0.677 Y=-0.740 Z=-0.008,X=0.564 Y=0.250
X=-42.222 Y=-4.157 Z=-45.000,X=0.543 Y=-0.835 Z=0.000,X=0.579 Y=0.052
X=-43.087 Y=-4.619 Z=-25.000,X=0.402 Y=-0.913 Z=0.000,X=0.595 Y=0.002
X=-42.222 Y=-4.157 Z=-65.000,X=0.543 Y=-0.835 Z=0.000,X=0.579 Y=0.101
X=-43.087 Y=-4.619 Z=-45.000,X=0.370 Y=-0.929 Z=0.000,X=0.595 Y=0.052
X=-44.025 Y=-4.904 Z=-25.000,X=0.213 Y=-0.976 Z=0.000,X=0.610 Y=0.002
X=-42.222 Y=-4.157 Z=-85.000,X=0.543 Y=-0.835 Z=0.000,X=0.579 Y=0.151
X=-43.087 Y=-4.619 Z=-65.000,X=0.370 Y=-0.929 Z=0.000,X=0.595 Y=0.101
X=-44.025 Y=-4.904 Z=-45.000,X=0.181 Y=-0.984 Z=0.000,X=0.610 Y=0.052
X=-45.000 Y=-5.000 Z=-25.000,X=0.016 Y=-1.000 Z=0.000,X=0.625 Y=0.002
X=-42.222 Y=-4.157 Z=-105.000,X=0.543 Y=-0.835 Z=0.000,X=0.579 Y=0.200
X=-42.222 Y=-4.157 Z=-125.000,X=0.520 Y=-0.858 Z=-0.008,X=0.579 Y=0.250
X=-45.000 Y=-5.000 Z=-45.000,X=0.000 Y=-1.000 Z=0.000,X=0.625 Y=0.052
X=-45.975 Y=-4.904 Z=-25.000,X=-0.165 Y=-0.984 Z=0.000,X=0.641 Y=0.002
X=-43.087 Y=-4.619 Z=-105.000,X=0.370 Y=-0.929 Z=0.000,X=0.595 Y=0.200
X=-43.087 Y=-4.619 Z=-125.000,X=0.339 Y=-0.937 Z=0.000,X=0.595 Y=0.250
X=-43.087 Y=-4.619 Z=-85.000,X=0.370 Y=-0.929 Z=0.000,X=0.595 Y=0.151
X=-44.025 Y=-4.904 Z=-105.000,X=0.181 Y=-0.984 Z=0.000,X=0.610 Y=0.200
X=-44.025 Y=-4.904 Z=-125.000,X=0.150 Y=-0.992 Z=0.000,X=0.610 Y=0.250
X=-44.025 Y=-4.904 Z=-85.000,X=0.181 Y=-0.984 Z=0.000,X=0.610 Y=0.151
X=-44.025 Y=-4.904 Z=-65.000,X=0.181 Y=-0.984 Z=0.000,X=0.610 Y=0.101
X=-45.000 Y=-5.000 Z=-65.000,X=0.000 Y=-1.000 Z=0.000,X=0.625 Y=0.101
X=-45.000 Y=-5.000 Z=-85.000,X=0.000 Y=-1.000 Z=0.000,X=0.625 Y=0.151
X=-45.000 Y=-5.000 Z=-105.000,X=0.000 Y=-1.000 Z=0.000,X=0.625 Y=0.200
X=-45.000 Y=-5.000 Z=-125.000,X=-0.031 Y=-1.000 Z=0.000,X=0.625 Y=0.250
X=-45.975 Y=-4.904 Z=-45.000,X=-0.197 Y=-0.976 Z=0.000,X=0.641 Y=0.052
X=-46.913 Y=-4.619 Z=-25.000,X=-0.354 Y=-0.937 Z=0.000,X=0.657 Y=0.002
X=-45.975 Y=-4.904 Z=-65.000,X=-0.197 Y=-0.976 Z=0.000,X=0.641 Y=0.101
X=-46.913 Y=-4.619 Z=-45.000,X=-0.386 Y=-0.921 Z=0.000,X=0.657 Y=0.052
X=-47.778 Y=-4.157 Z=-25.000,X=-0.528 Y=-0.850 Z=0.000,X=0.672 Y=0.002
X=-45.975 Y=-4.904 Z=-85.000,X=-0.197 Y=-0.976 Z=0.000,X=0.641 Y=0.151
X=-46.913 Y=-4.619 Z=-65.000,X=-0.386 Y=-0.921 Z=0.000,X=0.657 Y=0.101
